distance;n_common_business_interest;skills_distinct_sum;common_skills;hobbies_distinct_sum;common_hobbies;proximityScore;businessInterestsScore;skillsScore;hobbiesScore;total_score
400;1;3;1;3;3;20,88;18,75;13,33;15;67,96
200;2;5;2;4;1;28,9;23,32;12;3,75;67,97
100;1;5;4;4;3;34;18,75;4;11,25;68
0;3;5;5;4;1;40;24,25;0;3,75;68
0;3;3;3;4;1;40;24,25;0;3,75;68
0;3;2;2;4;1;40;24,25;0;3,75;68
0;3;4;4;4;1;40;24,25;0;3,75;68
300;4;4;1;4;1;24,56;24,7;15;3,75;68,02
300;3;5;3;4;3;24,56;24,25;8;11,25;68,07
400;4;4;1;4;2;20,88;24,7;15;7,5;68,08
400;4;4;1;2;1;20,88;24,7;15;7,5;68,08
400;3;5;3;2;2;20,88;24,25;8;15;68,14
400;3;5;3;3;3;20,88;24,25;8;15;68,14
400;3;5;3;4;4;20,88;24,25;8;15;68,14
200;3;4;3;3;2;28,9;24,25;5;10;68,15
200;3;3;3;3;3;28,9;24,25;0;15;68,15
200;3;4;4;3;3;28,9;24,25;0;15;68,15
200;3;4;2;3;1;28,9;24,25;10;5;68,15
200;3;2;2;4;4;28,9;24,25;0;15;68,15
200;3;2;2;3;3;28,9;24,25;0;15;68,15
200;3;2;2;2;2;28,9;24,25;0;15;68,15
200;3;2;1;3;1;28,9;24,25;10;5;68,15
200;3;5;5;4;4;28,9;24,25;0;15;68,15
200;3;5;5;2;2;28,9;24,25;0;15;68,15
200;3;4;4;2;2;28,9;24,25;0;15;68,15
200;3;3;3;2;2;28,9;24,25;0;15;68,15
200;3;4;4;4;4;28,9;24,25;0;15;68,15
200;3;5;5;3;3;28,9;24,25;0;15;68,15
200;3;4;1;4;0;28,9;24,25;15;0;68,15
200;3;4;1;2;0;28,9;24,25;15;0;68,15
200;3;3;3;4;4;28,9;24,25;0;15;68,15
200;3;4;1;3;0;28,9;24,25;15;0;68,15
300;5;4;1;4;1;24,56;24,89;15;3,75;68,2
200;2;5;1;2;0;28,9;23,32;16;0;68,22
200;2;5;1;4;0;28,9;23,32;16;0;68,22
200;2;5;1;3;0;28,9;23,32;16;0;68,22
100;1;5;3;4;2;34;18,75;8;7,5;68,25
100;1;5;3;2;1;34;18,75;8;7,5;68,25
100;3;3;3;3;2;34;24,25;0;10;68,25
100;3;2;1;4;0;34;24,25;10;0;68,25
100;3;4;4;3;2;34;24,25;0;10;68,25
100;3;4;2;2;0;34;24,25;10;0;68,25
100;3;2;1;2;0;34;24,25;10;0;68,25
100;3;5;5;3;2;34;24,25;0;10;68,25
100;3;4;2;3;0;34;24,25;10;0;68,25
100;3;4;2;4;0;34;24,25;10;0;68,25
100;3;2;1;3;0;34;24,25;10;0;68,25
100;3;2;2;3;2;34;24,25;0;10;68,25
0;3;5;4;4;0;40;24,25;4;0;68,25
100;3;4;3;3;1;34;24,25;5;5;68,25
0;3;5;4;3;0;40;24,25;4;0;68,25
0;3;5;4;2;0;40;24,25;4;0;68,25
400;5;4;1;2;1;20,88;24,89;15;7,5;68,27
400;5;4;1;4;2;20,88;24,89;15;7,5;68,27
300;4;5;4;2;2;24,56;24,7;4;15;68,27
300;4;5;4;3;3;24,56;24,7;4;15;68,27
300;4;5;4;4;4;24,56;24,7;4;15;68,27
300;1;4;2;4;4;24,56;18,75;10;15;68,32
300;1;2;1;4;4;24,56;18,75;10;15;68,32
300;1;3;0;3;1;24,56;18,75;20;5;68,32
300;1;2;1;2;2;24,56;18,75;10;15;68,32
300;1;5;0;3;1;24,56;18,75;20;5;68,32
300;1;2;1;3;3;24,56;18,75;10;15;68,32
300;1;4;0;3;1;24,56;18,75;20;5;68,32
300;1;2;0;3;1;24,56;18,75;20;5;68,32
300;1;4;2;2;2;24,56;18,75;10;15;68,32
300;1;4;1;3;2;24,56;18,75;15;10;68,32
300;1;4;2;3;3;24,56;18,75;10;15;68,32
0;2;4;4;3;1;40;23,32;0;5;68,32
0;2;4;3;4;0;40;23,32;5;0;68,32
0;2;4;3;3;0;40;23,32;5;0;68,32
0;2;3;3;3;1;40;23,32;0;5;68,32
0;2;4;3;2;0;40;23,32;5;0;68,32
0;2;5;5;3;1;40;23,32;0;5;68,32
0;2;2;2;3;1;40;23,32;0;5;68,32
300;3;5;2;2;1;24,56;24,25;12;7,5;68,32
300;3;5;2;4;2;24,56;24,25;12;7,5;68,32
0;0;3;1;2;2;40;0;13,33;15;68,33
0;0;3;1;4;4;40;0;13,33;15;68,33
0;0;3;1;3;3;40;0;13,33;15;68,33
400;3;5;2;4;3;20,88;24,25;12;11,25;68,39
200;3;5;4;4;3;28,9;24,25;4;11,25;68,4
300;5;5;4;2;2;24,56;24,89;4;15;68,45
300;5;5;4;4;4;24,56;24,89;4;15;68,45
300;5;5;4;3;3;24,56;24,89;4;15;68,45
0;4;5;5;4;1;40;24,7;0;3,75;68,45
0;4;4;4;4;1;40;24,7;0;3,75;68,45
0;4;3;3;4;1;40;24,7;0;3,75;68,45
0;4;2;2;4;1;40;24,7;0;3,75;68,45
400;3;3;1;3;2;20,88;24,25;13,33;10;68,47
200;2;4;3;4;3;28,9;23,32;5;11,25;68,47
200;1;3;1;4;2;28,9;18,75;13,33;7,5;68,48
200;1;3;1;2;1;28,9;18,75;13,33;7,5;68,48
100;1;5;2;4;1;34;18,75;12;3,75;68,5
300;4;5;3;4;3;24,56;24,7;8;11,25;68,52
100;2;5;5;4;3;34;23,32;0;11,25;68,57
100;2;2;2;4;3;34;23,32;0;11,25;68,57
100;2;4;4;4;3;34;23,32;0;11,25;68,57
100;2;3;3;4;3;34;23,32;0;11,25;68,57
300;3;5;1;4;1;24,56;24,25;16;3,75;68,57
400;4;5;3;4;4;20,88;24,7;8;15;68,58
400;4;5;3;3;3;20,88;24,7;8;15;68,58
400;4;5;3;2;2;20,88;24,7;8;15;68,58
200;4;5;5;2;2;28,9;24,7;0;15;68,6
200;4;4;4;3;3;28,9;24,7;0;15;68,6
200;4;4;4;4;4;28,9;24,7;0;15;68,6
200;4;2;2;2;2;28,9;24,7;0;15;68,6
200;4;2;1;3;1;28,9;24,7;10;5;68,6
200;4;4;1;4;0;28,9;24,7;15;0;68,6
200;4;4;1;2;0;28,9;24,7;15;0;68,6
200;4;4;1;3;0;28,9;24,7;15;0;68,6
200;4;3;3;3;3;28,9;24,7;0;15;68,6
200;4;2;2;4;4;28,9;24,7;0;15;68,6
200;4;3;3;2;2;28,9;24,7;0;15;68,6
200;4;4;4;2;2;28,9;24,7;0;15;68,6
200;4;4;2;3;1;28,9;24,7;10;5;68,6
200;4;5;5;4;4;28,9;24,7;0;15;68,6
200;4;5;5;3;3;28,9;24,7;0;15;68,6
200;4;4;3;3;2;28,9;24,7;5;10;68,6
200;4;3;3;4;4;28,9;24,7;0;15;68,6
200;4;2;2;3;3;28,9;24,7;0;15;68,6
400;3;5;1;2;1;20,88;24,25;16;7,5;68,64
400;3;5;1;4;2;20,88;24,25;16;7,5;68,64
0;5;2;2;4;1;40;24,89;0;3,75;68,64
0;5;3;3;4;1;40;24,89;0;3,75;68,64
0;5;4;4;4;1;40;24,89;0;3,75;68,64
0;5;5;5;4;1;40;24,89;0;3,75;68,64
200;1;5;1;3;1;28,9;18,75;16;5;68,65
200;3;5;3;4;2;28,9;24,25;8;7,5;68,65
200;3;5;3;2;1;28,9;24,25;8;7,5;68,65
100;3;3;2;4;1;34;24,25;6,67;3,75;68,67
300;5;5;3;4;3;24,56;24,89;8;11,25;68,7
100;4;5;5;3;2;34;24,7;0;10;68,7
100;4;4;4;3;2;34;24,7;0;10;68,7
100;4;4;3;3;1;34;24,7;5;5;68,7
100;4;4;2;4;0;34;24,7;10;0;68,7
100;4;4;2;3;0;34;24,7;10;0;68,7
0;4;5;4;4;0;40;24,7;4;0;68,7
100;4;3;3;3;2;34;24,7;0;10;68,7
0;4;5;4;3;0;40;24,7;4;0;68,7
100;4;4;2;2;0;34;24,7;10;0;68,7
0;4;5;4;2;0;40;24,7;4;0;68,7
100;4;2;1;2;0;34;24,7;10;0;68,7
100;4;2;2;3;2;34;24,7;0;10;68,7
100;4;2;1;3;0;34;24,7;10;0;68,7
100;4;2;1;4;0;34;24,7;10;0;68,7
300;2;3;1;4;2;24,56;23,32;13,33;7,5;68,72
300;2;3;1;2;1;24,56;23,32;13,33;7,5;68,72
0;1;2;2;3;2;40;18,75;0;10;68,75
0;1;4;2;2;0;40;18,75;10;0;68,75
0;1;3;3;3;2;40;18,75;0;10;68,75
0;1;4;2;4;0;40;18,75;10;0;68,75
0;1;4;3;3;1;40;18,75;5;5;68,75
0;1;2;1;2;0;40;18,75;10;0;68,75
0;1;2;1;3;0;40;18,75;10;0;68,75
0;1;4;4;3;2;40;18,75;0;10;68,75
0;1;4;2;3;0;40;18,75;10;0;68,75
0;1;2;1;4;0;40;18,75;10;0;68,75
0;1;5;5;3;2;40;18,75;0;10;68,75
100;1;5;1;2;0;34;18,75;16;0;68,75
100;1;5;1;3;0;34;18,75;16;0;68,75
100;1;5;1;4;0;34;18,75;16;0;68,75
400;5;5;3;4;4;20,88;24,89;8;15;68,77
400;5;5;3;3;3;20,88;24,89;8;15;68,77
400;5;5;3;2;2;20,88;24,89;8;15;68,77
300;4;5;2;4;2;24,56;24,7;12;7,5;68,77
300;4;5;2;2;1;24,56;24,7;12;7,5;68,77
400;2;3;1;4;3;20,88;23,32;13,33;11,25;68,78
200;5;2;2;2;2;28,9;24,89;0;15;68,79
200;5;5;5;4;4;28,9;24,89;0;15;68,79
200;5;5;5;3;3;28,9;24,89;0;15;68,79
200;5;5;5;2;2;28,9;24,89;0;15;68,79
200;5;4;4;4;4;28,9;24,89;0;15;68,79
200;5;4;4;3;3;28,9;24,89;0;15;68,79
200;5;4;2;3;1;28,9;24,89;10;5;68,79
200;5;4;3;3;2;28,9;24,89;5;10;68,79
200;5;4;1;3;0;28,9;24,89;15;0;68,79
200;5;4;1;2;0;28,9;24,89;15;0;68,79
200;5;2;1;3;1;28,9;24,89;10;5;68,79
200;5;3;3;4;4;28,9;24,89;0;15;68,79
200;5;3;3;3;3;28,9;24,89;0;15;68,79
200;5;3;3;2;2;28,9;24,89;0;15;68,79
200;5;2;2;4;4;28,9;24,89;0;15;68,79
200;5;2;2;3;3;28,9;24,89;0;15;68,79
200;5;4;4;2;2;28,9;24,89;0;15;68,79
200;5;4;1;4;0;28,9;24,89;15;0;68,79
100;2;5;4;4;2;34;23,32;4;7,5;68,82
100;2;5;4;2;1;34;23,32;4;7,5;68,82
300;3;2;0;2;0;24,56;24,25;20;0;68,82
300;3;5;0;4;0;24,56;24,25;20;0;68,82
300;3;5;0;2;0;24,56;24,25;20;0;68,82
300;3;4;3;4;4;24,56;24,25;5;15;68,82
300;3;4;3;3;3;24,56;24,25;5;15;68,82
300;3;4;3;2;2;24,56;24,25;5;15;68,82
300;3;4;2;3;2;24,56;24,25;10;10;68,82
300;3;4;1;3;1;24,56;24,25;15;5;68,82
300;3;4;0;4;0;24,56;24,25;20;0;68,82
300;3;4;0;3;0;24,56;24,25;20;0;68,82
300;3;5;0;3;0;24,56;24,25;20;0;68,82
300;3;3;0;4;0;24,56;24,25;20;0;68,82
300;3;4;0;2;0;24,56;24,25;20;0;68,82
300;3;3;0;3;0;24,56;24,25;20;0;68,82
300;3;3;0;2;0;24,56;24,25;20;0;68,82
300;3;2;0;3;0;24,56;24,25;20;0;68,82
300;3;2;1;3;2;24,56;24,25;10;10;68,82
300;3;2;0;4;0;24,56;24,25;20;0;68,82
400;4;5;2;4;3;20,88;24,7;12;11,25;68,83
200;4;5;4;4;3;28,9;24,7;4;11,25;68,85
300;2;5;1;3;1;24,56;23,32;16;5;68,88
400;3;4;0;4;1;20,88;24,25;20;3,75;68,89
400;3;3;0;4;1;20,88;24,25;20;3,75;68,89
400;3;2;0;4;1;20,88;24,25;20;3,75;68,89
400;3;5;0;4;1;20,88;24,25;20;3,75;68,89
200;2;3;2;3;2;28,9;23,32;6,67;10;68,89
100;5;2;1;2;0;34;24,89;10;0;68,89
100;5;2;1;3;0;34;24,89;10;0;68,89
100;5;2;1;4;0;34;24,89;10;0;68,89
100;5;2;2;3;2;34;24,89;0;10;68,89
100;5;4;2;2;0;34;24,89;10;0;68,89
100;5;4;2;3;0;34;24,89;10;0;68,89
100;5;4;2;4;0;34;24,89;10;0;68,89
100;5;4;3;3;1;34;24,89;5;5;68,89
100;5;4;4;3;2;34;24,89;0;10;68,89
100;5;5;5;3;2;34;24,89;0;10;68,89
0;5;5;4;2;0;40;24,89;4;0;68,89
0;5;5;4;3;0;40;24,89;4;0;68,89
0;5;5;4;4;0;40;24,89;4;0;68,89
100;5;3;3;3;2;34;24,89;0;10;68,89
200;1;2;1;4;3;28,9;18,75;10;11,25;68,9
200;1;4;2;4;3;28,9;18,75;10;11,25;68,9
200;3;5;2;4;1;28,9;24,25;12;3,75;68,9
400;4;3;1;3;2;20,88;24,7;13,33;10;68,92
300;5;5;2;2;1;24,56;24,89;12;7,5;68,95
300;5;5;2;4;2;24,56;24,89;12;7,5;68,95
100;2;3;2;3;1;34;23,32;6,67;5;68,99
100;0;5;0;3;3;34;0;20;15;69
100;0;2;0;2;2;34;0;20;15;69
100;0;2;0;4;4;34;0;20;15;69
100;1;4;3;4;3;34;18,75;5;11,25;69
100;0;2;0;3;3;34;0;20;15;69
100;0;3;0;3;3;34;0;20;15;69
100;0;3;0;4;4;34;0;20;15;69
100;0;4;0;2;2;34;0;20;15;69
100;0;4;0;3;3;34;0;20;15;69
100;0;4;0;4;4;34;0;20;15;69
100;0;5;0;2;2;34;0;20;15;69
100;0;3;0;2;2;34;0;20;15;69
100;0;5;0;4;4;34;0;20;15;69
400;5;5;2;4;3;20,88;24,89;12;11,25;69,02
300;4;5;1;4;1;24,56;24,7;16;3,75;69,02
200;5;5;4;4;3;28,9;24,89;4;11,25;69,04
100;2;5;3;4;1;34;23,32;8;3,75;69,07
400;4;5;1;4;2;20,88;24,7;16;7,5;69,08
400;4;5;1;2;1;20,88;24,7;16;7,5;69,08
400;5;3;1;3;2;20,88;24,89;13,33;10;69,1
200;4;5;3;2;1;28,9;24,7;8;7,5;69,1
200;4;5;3;4;2;28,9;24,7;8;7,5;69,1
100;4;3;2;4;1;34;24,7;6,67;3,75;69,12
300;2;2;1;4;3;24,56;23,32;10;11,25;69,13
300;2;4;2;4;3;24,56;23,32;10;11,25;69,13
200;3;5;1;2;0;28,9;24,25;16;0;69,15
200;3;5;1;4;0;28,9;24,25;16;0;69,15
200;3;5;1;3;0;28,9;24,25;16;0;69,15
0;1;3;2;4;1;40;18,75;6,67;3,75;69,17
400;2;2;1;2;2;20,88;23,32;10;15;69,2
400;2;2;1;3;3;20,88;23,32;10;15;69,2
400;2;2;1;4;4;20,88;23,32;10;15;69,2
400;2;3;0;3;1;20,88;23,32;20;5;69,2
400;2;4;0;3;1;20,88;23,32;20;5;69,2
400;2;4;2;3;3;20,88;23,32;10;15;69,2
400;2;4;1;3;2;20,88;23,32;15;10;69,2
400;2;4;2;2;2;20,88;23,32;10;15;69,2
400;2;2;0;3;1;20,88;23,32;20;5;69,2
400;2;4;2;4;4;20,88;23,32;10;15;69,2
400;2;5;0;3;1;20,88;23,32;20;5;69,2
300;5;5;1;4;1;24,56;24,89;16;3,75;69,2
200;2;5;2;3;1;28,9;23,32;12;5;69,22
0;3;3;3;3;1;40;24,25;0;5;69,25
0;3;2;2;3;1;40;24,25;0;5;69,25
0;3;4;3;3;0;40;24,25;5;0;69,25
0;3;4;3;4;0;40;24,25;5;0;69,25
0;3;4;4;3;1;40;24,25;0;5;69,25
0;3;5;5;3;1;40;24,25;0;5;69,25
0;3;4;3;2;0;40;24,25;5;0;69,25
400;5;5;1;4;2;20,88;24,89;16;7,5;69,27
400;5;5;1;2;1;20,88;24,89;16;7,5;69,27
300;4;4;0;2;0;24,56;24,7;20;0;69,27
300;4;4;1;3;1;24,56;24,7;15;5;69,27
300;4;4;2;3;2;24,56;24,7;10;10;69,27
300;4;2;0;2;0;24,56;24,7;20;0;69,27
300;4;4;3;2;2;24,56;24,7;5;15;69,27
300;4;2;0;3;0;24,56;24,7;20;0;69,27
300;4;2;0;4;0;24,56;24,7;20;0;69,27
300;4;5;0;2;0;24,56;24,7;20;0;69,27
300;4;4;3;4;4;24,56;24,7;5;15;69,27
300;4;5;0;3;0;24,56;24,7;20;0;69,27
300;4;3;0;4;0;24,56;24,7;20;0;69,27
300;4;5;0;4;0;24,56;24,7;20;0;69,27
300;4;3;0;3;0;24,56;24,7;20;0;69,27
300;4;3;0;2;0;24,56;24,7;20;0;69,27
300;4;2;1;3;2;24,56;24,7;10;10;69,27
300;4;4;3;3;3;24,56;24,7;5;15;69,27
300;4;4;0;3;0;24,56;24,7;20;0;69,27
300;4;4;0;4;0;24,56;24,7;20;0;69,27
200;5;5;3;2;1;28,9;24,89;8;7,5;69,29
200;5;5;3;4;2;28,9;24,89;8;7,5;69,29
200;2;3;1;4;1;28,9;23,32;13,33;3,75;69,3
100;5;3;2;4;1;34;24,89;6,67;3,75;69,3
300;1;5;1;3;2;24,56;18,75;16;10;69,32
200;1;3;2;4;4;28,9;18,75;6,67;15;69,32
200;1;3;2;3;3;28,9;18,75;6,67;15;69,32
200;1;3;2;2;2;28,9;18,75;6,67;15;69,32
100;2;5;2;2;0;34;23,32;12;0;69,32
100;2;5;2;3;0;34;23,32;12;0;69,32
100;2;5;2;4;0;34;23,32;12;0;69,32
400;4;4;0;4;1;20,88;24,7;20;3,75;69,33
400;4;5;0;4;1;20,88;24,7;20;3,75;69,33
400;4;3;0;4;1;20,88;24,7;20;3,75;69,33
400;4;2;0;4;1;20,88;24,7;20;3,75;69,33
200;4;5;2;4;1;28,9;24,7;12;3,75;69,35
200;3;4;3;4;3;28,9;24,25;5;11,25;69,4
100;1;3;2;3;2;34;18,75;6,67;10;69,42
300;5;3;0;3;0;24,56;24,89;20;0;69,45
300;5;4;2;3;2;24,56;24,89;10;10;69,45
300;5;4;1;3;1;24,56;24,89;15;5;69,45
300;5;3;0;2;0;24,56;24,89;20;0;69,45
300;5;4;0;4;0;24,56;24,89;20;0;69,45
300;5;4;0;2;0;24,56;24,89;20;0;69,45
300;5;3;0;4;0;24,56;24,89;20;0;69,45
300;5;2;1;3;2;24,56;24,89;10;10;69,45
300;5;2;0;4;0;24,56;24,89;20;0;69,45
300;5;4;0;3;0;24,56;24,89;20;0;69,45
300;5;5;0;4;0;24,56;24,89;20;0;69,45
300;5;4;3;2;2;24,56;24,89;5;15;69,45
300;5;4;3;3;3;24,56;24,89;5;15;69,45
300;5;2;0;3;0;24,56;24,89;20;0;69,45
300;5;4;3;4;4;24,56;24,89;5;15;69,45
300;5;5;0;3;0;24,56;24,89;20;0;69,45
300;5;5;0;2;0;24,56;24,89;20;0;69,45
300;5;2;0;2;0;24,56;24,89;20;0;69,45
100;3;5;5;4;3;34;24,25;0;11,25;69,5
100;3;4;4;4;3;34;24,25;0;11,25;69,5
100;3;3;3;4;3;34;24,25;0;11,25;69,5
100;3;2;2;4;3;34;24,25;0;11,25;69,5
400;5;4;0;4;1;20,88;24,89;20;3,75;69,52
400;5;5;0;4;1;20,88;24,89;20;3,75;69,52
400;5;2;0;4;1;20,88;24,89;20;3,75;69,52
400;5;3;0;4;1;20,88;24,89;20;3,75;69,52
200;5;5;2;4;1;28,9;24,89;12;3,75;69,54
300;2;3;2;3;3;24,56;23,32;6,67;15;69,55
300;2;3;2;4;4;24,56;23,32;6,67;15;69,55
300;2;3;2;2;2;24,56;23,32;6,67;15;69,55
300;1;4;1;4;3;24,56;18,75;15;11,25;69,56
200;4;5;1;3;0;28,9;24,7;16;0;69,6
200;4;5;1;4;0;28,9;24,7;16;0;69,6
200;4;5;1;2;0;28,9;24,7;16;0;69,6
400;1;4;0;3;2;20,88;18,75;20;10;69,63
400;1;5;0;3;2;20,88;18,75;20;10;69,63
400;1;4;1;3;3;20,88;18,75;15;15;69,63
400;1;4;1;4;4;20,88;18,75;15;15;69,63
400;1;2;0;3;2;20,88;18,75;20;10;69,63
400;1;3;0;3;2;20,88;18,75;20;10;69,63
400;1;4;1;2;2;20,88;18,75;15;15;69,63
200;1;5;2;3;2;28,9;18,75;12;10;69,65
300;3;3;1;2;1;24,56;24,25;13,33;7,5;69,65
300;3;3;1;4;2;24,56;24,25;13,33;7,5;69,65
0;4;4;3;2;0;40;24,7;5;0;69,7
0;4;4;3;3;0;40;24,7;5;0;69,7
0;4;3;3;3;1;40;24,7;0;5;69,7
0;4;4;4;3;1;40;24,7;0;5;69,7
0;4;5;5;3;1;40;24,7;0;5;69,7
0;4;4;3;4;0;40;24,7;5;0;69,7
0;4;2;2;3;1;40;24,7;0;5;69,7
400;3;3;1;4;3;20,88;24,25;13,33;11,25;69,72
200;2;4;2;4;2;28,9;23,32;10;7,5;69,72
200;2;4;2;2;1;28,9;23,32;10;7,5;69,72
200;2;2;1;4;2;28,9;23,32;10;7,5;69,72
200;2;2;1;2;1;28,9;23,32;10;7,5;69,72
100;1;5;2;3;1;34;18,75;12;5;69,75
100;3;5;4;2;1;34;24,25;4;7,5;69,75
100;3;5;4;4;2;34;24,25;4;7,5;69,75
200;5;5;1;2;0;28,9;24,89;16;0;69,79
200;5;5;1;4;0;28,9;24,89;16;0;69,79
200;5;5;1;3;0;28,9;24,89;16;0;69,79
100;2;4;3;2;1;34;23,32;5;7,5;69,82
100;2;4;3;4;2;34;23,32;5;7,5;69,82
300;3;5;1;3;1;24,56;24,25;16;5;69,82
200;3;3;2;3;2;28,9;24,25;6,67;10;69,82
100;1;3;1;4;1;34;18,75;13,33;3,75;69,83
200;4;4;3;4;3;28,9;24,7;5;11,25;69,85
300;2;5;2;3;2;24,56;23,32;12;10;69,88
0;5;4;3;4;0;40;24,89;5;0;69,89
0;5;4;3;2;0;40;24,89;5;0;69,89
0;5;5;5;3;1;40;24,89;0;5;69,89
0;5;4;3;3;0;40;24,89;5;0;69,89
0;5;2;2;3;1;40;24,89;0;5;69,89
0;5;3;3;3;1;40;24,89;0;5;69,89
0;5;4;4;3;1;40;24,89;0;5;69,89
100;3;3;2;3;1;34;24,25;6,67;5;69,92
100;4;4;4;4;3;34;24,7;0;11,25;69,95
100;4;3;3;4;3;34;24,7;0;11,25;69,95
100;4;2;2;4;3;34;24,7;0;11,25;69,95
100;4;5;5;4;3;34;24,7;0;11,25;69,95
0;2;3;2;3;0;40;23,32;6,67;0;69,99
0;2;3;2;4;0;40;23,32;6,67;0;69,99
0;2;3;2;2;0;40;23,32;6,67;0;69,99
0;0;4;1;3;3;40;0;15;15;70
0;0;5;0;3;2;40;0;20;10;70
0;0;4;1;2;2;40;0;15;15;70
0;0;2;0;3;2;40;0;20;10;70
0;1;2;2;4;3;40;18,75;0;11,25;70
0;1;3;3;4;3;40;18,75;0;11,25;70
0;0;4;0;3;2;40;0;20;10;70
0;1;5;5;4;3;40;18,75;0;11,25;70
0;0;3;0;3;2;40;0;20;10;70
0;1;4;4;4;3;40;18,75;0;11,25;70
0;0;4;1;4;4;40;0;15;15;70
100;3;5;3;4;1;34;24,25;8;3,75;70
200;5;4;3;4;3;28,9;24,89;5;11,25;70,04
300;3;4;2;4;3;24,56;24,25;10;11,25;70,07
300;3;2;1;4;3;24,56;24,25;10;11,25;70,07
300;4;3;1;4;2;24,56;24,7;13,33;7,5;70,1
300;4;3;1;2;1;24,56;24,7;13,33;7,5;70,1
400;3;4;0;3;1;20,88;24,25;20;5;70,14
400;3;2;0;3;1;20,88;24,25;20;5;70,14
400;3;4;2;4;4;20,88;24,25;10;15;70,14
400;3;4;1;3;2;20,88;24,25;15;10;70,14
400;3;4;2;2;2;20,88;24,25;10;15;70,14
400;3;2;1;2;2;20,88;24,25;10;15;70,14
400;3;3;0;3;1;20,88;24,25;20;5;70,14
400;3;2;1;3;3;20,88;24,25;10;15;70,14
400;3;4;2;3;3;20,88;24,25;10;15;70,14
400;3;2;1;4;4;20,88;24,25;10;15;70,14
400;3;5;0;3;1;20,88;24,25;20;5;70,14
200;2;3;2;4;3;28,9;23,32;6,67;11,25;70,14
100;5;5;5;4;3;34;24,89;0;11,25;70,14
100;5;4;4;4;3;34;24,89;0;11,25;70,14
100;5;3;3;4;3;34;24,89;0;11,25;70,14
100;5;2;2;4;3;34;24,89;0;11,25;70,14
200;1;4;1;2;1;28,9;18,75;15;7,5;70,15
200;1;4;1;4;2;28,9;18,75;15;7,5;70,15
200;3;5;2;3;1;28,9;24,25;12;5;70,15
400;4;3;1;4;3;20,88;24,7;13,33;11,25;70,17
400;2;5;1;3;2;20,88;23,32;16;10;70,2
100;4;5;4;2;1;34;24,7;4;7,5;70,2
100;4;5;4;4;2;34;24,7;4;7,5;70,2
200;2;5;3;3;2;28,9;23,32;8;10;70,22
200;3;3;1;4;1;28,9;24,25;13,33;3,75;70,24
0;1;5;4;4;2;40;18,75;4;7,5;70,25
100;1;2;1;4;2;34;18,75;10;7,5;70,25
100;1;4;2;2;1;34;18,75;10;7,5;70,25
0;1;5;4;2;1;40;18,75;4;7,5;70,25
100;1;2;1;2;1;34;18,75;10;7,5;70,25
100;1;4;2;4;2;34;18,75;10;7,5;70,25
100;3;5;2;2;0;34;24,25;12;0;70,25
100;3;5;2;3;0;34;24,25;12;0;70,25
100;3;5;2;4;0;34;24,25;12;0;70,25
300;4;5;1;3;1;24,56;24,7;16;5;70,27
200;4;3;2;3;2;28,9;24,7;6,67;10;70,27
300;5;3;1;4;2;24,56;24,89;13,33;7,5;70,29
300;5;3;1;2;1;24,56;24,89;13,33;7,5;70,29
300;1;5;2;4;4;24,56;18,75;12;15;70,32
300;1;5;2;2;2;24,56;18,75;12;15;70,32
300;1;5;2;3;3;24,56;18,75;12;15;70,32
100;2;5;3;3;1;34;23,32;8;5;70,32
400;5;3;1;4;3;20,88;24,89;13,33;11,25;70,35
100;4;3;2;3;1;34;24,7;6,67;5;70,37
300;2;4;1;4;2;24,56;23,32;15;7,5;70,38
300;2;4;1;2;1;24,56;23,32;15;7,5;70,38
100;5;5;4;4;2;34;24,89;4;7,5;70,39
100;5;5;4;2;1;34;24,89;4;7,5;70,39
0;1;3;2;3;1;40;18,75;6,67;5;70,42
400;2;4;1;4;3;20,88;23,32;15;11,25;70,45
300;5;5;1;3;1;24,56;24,89;16;5;70,45
100;4;5;3;4;1;34;24,7;8;3,75;70,45
200;5;3;2;3;2;28,9;24,89;6,67;10;70,45
300;3;3;2;2;2;24,56;24,25;6,67;15;70,49
300;3;3;2;4;4;24,56;24,25;6,67;15;70,49
300;3;3;2;3;3;24,56;24,25;6,67;15;70,49
0;1;5;3;4;1;40;18,75;8;3,75;70,5
300;4;4;2;4;3;24,56;24,7;10;11,25;70,52
300;4;2;1;4;3;24,56;24,7;10;11,25;70,52
200;2;3;1;3;1;28,9;23,32;13,33;5;70,55
100;5;3;2;3;1;34;24,89;6,67;5;70,55
300;1;5;1;4;3;24,56;18,75;16;11,25;70,56
400;4;2;1;3;3;20,88;24,7;10;15;70,58
400;4;4;2;2;2;20,88;24,7;10;15;70,58
400;4;4;2;3;3;20,88;24,7;10;15;70,58
400;4;5;0;3;1;20,88;24,7;20;5;70,58
400;4;2;1;4;4;20,88;24,7;10;15;70,58
400;4;3;0;3;1;20,88;24,7;20;5;70,58
400;4;4;0;3;1;20,88;24,7;20;5;70,58
400;4;4;2;4;4;20,88;24,7;10;15;70,58
400;4;4;1;3;2;20,88;24,7;15;10;70,58
400;4;2;1;2;2;20,88;24,7;10;15;70,58
400;4;2;0;3;1;20,88;24,7;20;5;70,58
200;4;5;2;3;1;28,9;24,7;12;5;70,6
400;1;5;1;4;4;20,88;18,75;16;15;70,63
400;1;5;1;3;3;20,88;18,75;16;15;70,63
